Challenge Area,Challenge Sub-Area,Challenge Component,Benchmark ID,Dataset,Data Producer,Year,Producer ID,Indicator Title,Indicator ID,Source Indicator ID,Indicator Question,Indicator Description,Value Max,Possible Text Values,Qual. Assessment,URL(s),Core vs Context,Cluster?,Primary,Secondary,Rest,All
Anti-Corruption,Political Finance,Transparency,ac_pf_09,OECD Public Integrity Indicators,OECD,2023,OECD,Centralized Reports,ac_pf_centreports,PII_3136_7,All financial reports are available from one single online platform in a user-friendly format.,From OECD: Review of documentation provided by the national authorities and the body responsible for political finance.,1,No; Yes,0,https://oecd-public-integrity-indicators.org/indicators/1000097/subindicators/1000407,Core,0,RCID_252,RCID_251,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Political Finance,Disclosure Requirements,ac_pf_11,Political Finance Database,International IDEA,2023,IDEA,Political Party Finance,ac_pf_partyfin,47,Political parties have to report regularly on their finances.,"From International IDEA: To ensure transparency in political party finance, some countries require that political parties submit regular financial reports (such as quarterly or annually), whether or not an election has taken place during this period.",1,No; Yes,1,https://www.idea.int/data-tools/data/question?question_id=9229&database_theme=302,Core,0,RCID_252,RCID_251,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Political Finance,Disclosure Requirements,ac_pf_12,Political Finance Database,International IDEA,2023,IDEA,Political Party Elections,ac_pf_partyelec,48,Political parties have to report on their election campaign finances.,"From International IDEA: To ensure transparency in campaign finance, some countries require that political parties submit special financial reports in relation to election campaigns.",1,No; Yes,1,https://www.idea.int/data-tools/data/question?question_id=9230&database_theme=302,Core,0,RCID_252,,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Political Finance,Disclosure Requirements,ac_pf_13,Political Finance Database,International IDEA,2023,IDEA,Candidate Elections,ac_pf_candelec,49,Candidates have to report on their election campaign finances.,"From International IDEA: To ensure transparency in campaign finance, some countries require that candidates submit special financial reports in relation to election campaigns.",1,No; Yes,1,https://www.idea.int/data-tools/data/question?question_id=9231&database_theme=302,Core,0,RCID_252,,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Political Finance,Disclosure Requirements,ac_pf_14,Political Finance Database,International IDEA,2023,IDEA,Publication,ac_pf_pubreqidea,51,Information in reports from political parties/candidates must be published.,"From International IDEA: Even if political parties and/or candidates have to submit financial reports, full transparency is not achieved unless these reports (or the information therein) is made available to the public.",2,No; Partial; Yes,1,https://www.idea.int/data-tools/data/question?question_id=9232&database_theme=302,Core,0,RCID_252,,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Political Finance,Disclosure Requirements,ac_pf_15,Political Finance Database,International IDEA,2023,IDEA,Itemized Income/Spending,ac_pf_itemized,53; 54,Reports from political parties/candidates must include information on itemized income/spending.,From International IDEA: Reports from political parties and/or candidates must include information on itemized income and spending,2,No; Partial; Yes,1,https://www.idea.int/data-tools/data/question?question_id=9415&database_theme=302; https://www.idea.int/data-tools/data/question?question_id=9416&database_theme=302,Core,1,RCID_252,RCID_251,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Political Finance,Disclosure Requirements,ac_pf_16,Political Finance Database,International IDEA,2023,IDEA,Donor Identity,ac_pf_donor,52,Reports from political parties/candidates must reveal the identity of donors.,"From International IDEA: Some argue that in the interest of transparency the identity of all those making donations must be revealed in financial transports, whereas others see this as an invasion of privacy. In some cases a compromise is reached by demanding that the identity of donors is revealed if the donations exceed a certain value.",2,No; Partial; Yes,1,https://www.idea.int/data-tools/data/question?question_id=9233&database_theme=302,Core,0,RCID_252,RCID_251,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Strategies,Strategy Development,ac_gs_01,OECD Public Integrity Indicators,OECD,2023,OECD,Public Draft,ac_gs_pubdraft,PII_134_2,"The public consultation portal contains the draft strategy, including all supporting relevant materials",From OECD: This indicator measures the extent to which public integrity strategies are consistently developed in an inclusive and transparent manner. The methodology is based on a review of the regulatory framework for consultation processes and review of practice. National authorities are asked to provide reference to the applicable regulations and provide documentary evidence for consultation practices from public registers. The criteria are based on the 2012 OECD Recommendation of the Council on Regulatory Policy and Governance and the United Nations Convention against Corruption.,1,Yes: No,0,https://oecd-public-integrity-indicators.org/indicators/1000053/subindicators/1000342,Core,0,,,,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Strategies,Strategy Development,ac_gs_02,OECD Public Integrity Indicators,OECD,2023,OECD,Reasoned Response,ac_gs_response,PII_134_7,The public consultation portal contains a summary sheet for all draft strategies with responses to all submitted comments provided during the public consultation.,From OECD: This indicator measures the extent to which public integrity strategies are consistently developed in an inclusive and transparent manner. The methodology is based on a review of the regulatory framework for consultation processes and review of practice. National authorities are asked to provide reference to the applicable regulations and provide documentary evidence for consultation practices from public registers. The criteria are based on the 2012 OECD Recommendation of the Council on Regulatory Policy and Governance and the United Nations Convention against Corruption.,1,Yes: No,0,https://oecd-public-integrity-indicators.org/indicators/1000053/subindicators/1000342,Core,0,,,,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Strategies,Strategy Development,ac_gs_03,OECD Public Integrity Indicators,OECD,2023,OECD,Consultation process,ac_gs_consult,PII_134_4,At least one public integrity strategy has undergone an extended consultation process.,From OECD: This indicator measures the extent to which public integrity strategies are consistently developed in an inclusive and transparent manner. The methodology is based on a review of the regulatory framework for consultation processes and review of practice. National authorities are asked to provide reference to the applicable regulations and provide documentary evidence for consultation practices from public registers. The criteria are based on the 2012 OECD Recommendation of the Council on Regulatory Policy and Governance and the United Nations Convention against Corruption.,1,Yes: No,0,https://oecd-public-integrity-indicators.org/indicators/1000053/subindicators/1000342,Core,0,,,,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Strategies,Monitoring and Evaluation,ac_gs_04,OECD Public Integrity Indicators,OECD,2023,OECD,Public Action Plan (AP),ac_gs_publicap,PII_135_9,All action plans are published as a minimum on the website of the responsible body.,"From OECD: Review of the structures and responsible functions for the implementation of the strategy and its action plan. National authorities are asked to provide information on the implementation structures for each strategy, and provide the action plans and monitoring reports. The criteria derive from the United Nations Convention Against Corruption.
",1,Yes: No,0,https://oecd-public-integrity-indicators.org/indicators/1000053/subindicators/1000343,Core,0,,,,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Strategies,Monitoring and Evaluation,ac_gs_05,OECD Public Integrity Indicators,OECD,2023,OECD,Public Consultations,ac_gs_pubconsult,PII_135_15,At least one responsible body has initiated consultations with the general public and/or civil society organisations on its monitoring reports during the latest full calendar year or the year prior to that.,"From OECD: Review of the structures and responsible functions for the implementation of the strategy and its action plan. National authorities are asked to provide information on the implementation structures for each strategy, and provide the action plans and monitoring reports. The criteria derive from the United Nations Convention Against Corruption.
",1,Yes: No,0,https://oecd-public-integrity-indicators.org/indicators/1000053/subindicators/1000343,Core,0,,,,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
Anti-Corruption,Strategies,Monitoring and Evaluation,ac_gs_06,OECD Public Integrity Indicators,OECD,2023,OECD,Public Monitoring Reports,ac_gs_monitoring,PII_135_10,"Monitoring reports are published for all action plans, at least once a year, and publicly available no later than 3 months after the defined reporting schedule.","From OECD: Review of the structures and responsible functions for the implementation of the strategy and its action plan. National authorities are asked to provide information on the implementation structures for each strategy, and provide the action plans and monitoring reports. The criteria derive from the United Nations Convention Against Corruption.
",1,Yes: No,0,https://oecd-public-integrity-indicators.org/indicators/1000053/subindicators/1000343,Core,0,,,,RCID_001; RCID_002; RCID_003; RCID_004; RCID_005; RCID_006; RCID_007; RCID_008; RCID_009; RCID_010; RCID_011; RCID_012
